sha,date,event,feature,line
bb8766daaf6f5f6f075689d90c649345e869be8e,2023-06-27,removed,JobPodFailurePolicy,"-	JobPodFailurePolicy featuregate.Feature = "JobPodFailurePolicy""
bb8766daaf6f5f6f075689d90c649345e869be8e,2023-06-27,added,JobPodFailurePolicy,"+	JobPodFailurePolicy featuregate.Feature = "JobPodFailurePolicy""
a9afaa1eee95e4b6f1b224372a52981c20573e48,2023-06-27,added,PodIndexLabel,"+	PodIndexLabel featuregate.Feature = "PodIndexLabel""
531d38e323c54378acd8ea664f5752d31e8ee27a,2023-06-22,removed,UserNamespacesStatelessPodsSupport,"-	UserNamespacesStatelessPodsSupport featuregate.Feature = "UserNamespacesStatelessPodsSupport""
531d38e323c54378acd8ea664f5752d31e8ee27a,2023-06-22,added,UserNamespacesSupport,"+	UserNamespacesSupport featuregate.Feature = "UserNamespacesSupport""
8e4228a8c1f2a3bc638bd73d52f9afc4732cec8e,2023-04-03,removed,CSIMigrationGCE,"-	CSIMigrationGCE featuregate.Feature = "CSIMigrationGCE""
1ce285ad3dfc7e609d924cd91f1077bdb8bed667,2023-06-02,added,CSIMigrationAzureFile,"+	CSIMigrationAzureFile featuregate.Feature = "CSIMigrationAzureFile""
133eff3df4951a204a1acecd3a25afa3e3967c32,2022-12-27,added,LegacyServiceAccountTokenCleanUp,"+	LegacyServiceAccountTokenCleanUp featuregate.Feature = "LegacyServiceAccountTokenCleanUp""
485d1631cd328ab60e549ba893eaea0f716eced4,2023-05-24,removed,CSIMigrationAzureFile,"-	CSIMigrationAzureFile featuregate.Feature = "CSIMigrationAzureFile""
e4dd6f68dc886b8cb459459118982a8719d97e28,2023-05-15,removed,CSIStorageCapacity,"-	CSIStorageCapacity featuregate.Feature = "CSIStorageCapacity""
ec3379a717ea78fc1a80ae40b1c9f6a241d6bd85,2023-05-01,added,DefaultHostNetworkHostPortsInPodTemplates,"+	DefaultHostNetworkHostPortsInPodTemplates featuregate.Feature = "DefaultHostNetworkHostPortsInPodTemplates""
22d0aa1d04a404a53ec43c3ed872cbc798ac60d7,2023-04-28,removed,DevicePlugins,"-	DevicePlugins featuregate.Feature = "DevicePlugins""
5f489a33277bbe3d28173e5e298272ce5b77d366,2023-05-01,removed,PodHasNetworkCondition,"-	PodHasNetworkCondition featuregate.Feature = "PodHasNetworkCondition""
5f489a33277bbe3d28173e5e298272ce5b77d366,2023-05-01,added,PodReadyToStartContainersCondition,"+	PodReadyToStartContainersCondition featuregate.Feature = "PodReadyToStartContainersCondition""
ab9c8eb1e8df72ce63bb2620b9adc81beaa86738,2023-04-13,removed,WindowsHostProcessContainers,"-	WindowsHostProcessContainers featuregate.Feature = "WindowsHostProcessContainers""
bff8a6cd9f38be170a939cfd86b0c80f61504392,2023-02-16,removed,NetworkPolicyStatus,"-	NetworkPolicyStatus featuregate.Feature = "NetworkPolicyStatus""
0dbeff4b6e6573a5ecbf5d7286797718e343d8ed,2023-04-12,removed,EndpointSliceTerminatingCondition,"-	EndpointSliceTerminatingCondition featuregate.Feature = "EndpointSliceTerminatingCondition""
0dbeff4b6e6573a5ecbf5d7286797718e343d8ed,2023-04-12,removed,MixedProtocolLBService,"-	MixedProtocolLBService featuregate.Feature = "MixedProtocolLBService""
0dbeff4b6e6573a5ecbf5d7286797718e343d8ed,2023-04-12,removed,ServiceInternalTrafficPolicy,"-	ServiceInternalTrafficPolicy featuregate.Feature = "ServiceInternalTrafficPolicy""
0dbeff4b6e6573a5ecbf5d7286797718e343d8ed,2023-04-12,removed,ServiceIPStaticSubrange,"-	ServiceIPStaticSubrange featuregate.Feature = "ServiceIPStaticSubrange""
4e7b6e8ba49aba5f1f902515b0cf82d2133e5d3f,2023-04-28,removed,DelegateFSGroupToCSIDriver,"-	DelegateFSGroupToCSIDriver featuregate.Feature = "DelegateFSGroupToCSIDriver""
c3384191ea6410121339a48d1c68ba6f4b3ab31a,2023-04-23,added,SkipReadOnlyValidationGCE,"+	SkipReadOnlyValidationGCE featuregate.Feature = "SkipReadOnlyValidationGCE""
978da1e8f134cd6db2aea2069844a6fe3c962dbc,2023-04-03,removed,DisableAcceleratorUsageMetrics,"-	DisableAcceleratorUsageMetrics featuregate.Feature = "DisableAcceleratorUsageMetrics""
978da1e8f134cd6db2aea2069844a6fe3c962dbc,2023-04-03,removed,PodSecurity,"-	PodSecurity featuregate.Feature = "PodSecurity""
70369bfe29955ad44f60afcdc9ff4c04f1d64b36,2023-03-24,removed,KubeletCredentialProviders,"-	KubeletCredentialProviders featuregate.Feature = "KubeletCredentialProviders""
6a75e7c40cab5a0d96d815c3aa976dc98b4b0972,2022-11-04,added,ClusterTrustBundle,"+	ClusterTrustBundle featuregate.Feature = "ClusterTrustBundle""
068ee321bc7bfe1c2cefb87fb4d9e5deea84fbc8,2023-03-03,added,CloudDualStackNodeIPs,"+	CloudDualStackNodeIPs featuregate.Feature = "CloudDualStackNodeIPs""
86f4136003492804fd6989cb01a062e37ac99d14,2022-03-18,added,CloudControllerManagerWebhook,"+	CloudControllerManagerWebhook featuregate.Feature = "CloudControllerManagerWebhook""
befd131fa181c408893cd9469c3d7c2e0d1c2564,2022-08-15,added,MultiCIDRServiceAllocator,"+	MultiCIDRServiceAllocator featuregate.Feature = "MultiCIDRServiceAllocator""
91234c701e36172d910b1495017b5030a3d7238a,2023-02-17,added,KubeletPodResourcesDynamicResources,"+	KubeletPodResourcesDynamicResources featuregate.Feature = "KubeletPodResourcesDynamicResources""
91234c701e36172d910b1495017b5030a3d7238a,2023-02-17,added,KubeletPodResourcesGet,"+	KubeletPodResourcesGet featuregate.Feature = "KubeletPodResourcesGet""
d52cbd4a5aebd8b6256468c53ad5bb7bf8894b0f,2021-06-10,added,NodeLogQuery,"+	NodeLogQuery featuregate.Feature = "NodeLogQuery""
36a215603321a1cd4fb09017dd9c6cc697cb7184,2023-03-10,added,SecurityContextDeny,"+	SecurityContextDeny featuregate.Feature = "SecurityContextDeny""
5d0a54dcb5ab5a36363e853894a254a200c2ef81,2023-03-06,removed,CSIMigrationAzureDisk,"-	CSIMigrationAzureDisk featuregate.Feature = "CSIMigrationAzureDisk""
e30c49b0e8fb9f49897fb1f6972a7dea35f2d199,2023-02-15,added,StableLoadBalancerNodeSet,"+	StableLoadBalancerNodeSet featuregate.Feature = "StableLoadBalancerNodeSet""
6aebda9b1e358e6c79416923ada758d99b479d9d,2023-02-21,removed,CSIMigrationAWS,"-	CSIMigrationAWS featuregate.Feature = "CSIMigrationAWS""
76962b0fa7862727e93ef591f4b0822c8d80534b,2021-11-03,added,InPlacePodVerticalScaling,"+	InPlacePodVerticalScaling featuregate.Feature = "InPlacePodVerticalScaling""
d41302312ef0b938e7a8c97021ee47e64bc9b173,2023-01-20,added,ElasticIndexedJob,"+	ElasticIndexedJob featuregate.Feature = "ElasticIndexedJob""
c18c6e1b871492132a6b25690b5d16186411518c,2022-12-12,added,ServiceNodePortStaticSubrange,"+	ServiceNodePortStaticSubrange featuregate.Feature = "ServiceNodePortStaticSubrange""
cca3d557e6ff7f265eca8517d7c4fa719077c8d1,2023-01-23,added,NewVolumeManagerReconstruction,"+	NewVolumeManagerReconstruction featuregate.Feature = "NewVolumeManagerReconstruction""
a3d00c15b6464ea39e9599ad0863c51d6550bd4d,2022-11-16,removed,ExpandPersistentVolumes,"-	ExpandPersistentVolumes featuregate.Feature = "ExpandPersistentVolumes""
8a9a294c9fc69b6f1cf1b8c5ebcd1a512af24559,2022-11-16,removed,ExpandInUsePersistentVolumes,"-	ExpandInUsePersistentVolumes featuregate.Feature = "ExpandInUsePersistentVolumes""
ba9dbe3a07fc30058bd835e06bd1b0457a53f4ca,2022-11-16,removed,ExpandCSIVolumes,"-	ExpandCSIVolumes featuregate.Feature = "ExpandCSIVolumes""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,CSIInlineVolume,"-	CSIInlineVolume featuregate.Feature = "CSIInlineVolume""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,CSIMigration,"-	CSIMigration featuregate.Feature = "CSIMigration""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,DaemonSetUpdateSurge,"-	DaemonSetUpdateSurge featuregate.Feature = "DaemonSetUpdateSurge""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,EphemeralContainers,"-	EphemeralContainers featuregate.Feature = "EphemeralContainers""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,IdentifyPodOS,"-	IdentifyPodOS featuregate.Feature = "IdentifyPodOS""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,LocalStorageCapacityIsolation,"-	LocalStorageCapacityIsolation featuregate.Feature = "LocalStorageCapacityIsolation""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,NetworkPolicyEndPort,"-	NetworkPolicyEndPort featuregate.Feature = "NetworkPolicyEndPort""
4c60ee00aa81cca872b39e929775cb8ca9bc211d,2022-12-11,removed,StatefulSetMinReadySeconds,"-	StatefulSetMinReadySeconds featuregate.Feature = "StatefulSetMinReadySeconds""
6005c3b5120d2bfa1ce72b02389ac951a0482545,2022-11-10,removed,CSIMigrationOpenStack,"-	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
a429797f2e84adf5582d3d30d23c9fcfce2b66d8,2022-11-10,added,PDBUnhealthyPodEvictionPolicy,"+	PDBUnhealthyPodEvictionPolicy featuregate.Feature = "PDBUnhealthyPodEvictionPolicy""
155d49813f131a2beb6aeef71270f94b6f5fcf18,2022-03-22,added,DynamicResourceAllocation,"+	DynamicResourceAllocation featuregate.Feature = "DynamicResourceAllocation""
5b284a50b78cb7d68b12825f5c0cfa29503c1577,2022-11-10,added,CSIMigrationOpenStack,"+	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
5b284a50b78cb7d68b12825f5c0cfa29503c1577,2022-11-10,added,InTreePluginOpenStackUnregister,"+	InTreePluginOpenStackUnregister featuregate.Feature = "InTreePluginOpenStackUnregister""
87c1ca88d45ac7ec2b37d46187f40ff70d36aee1,2022-11-01,added,CrossNamespaceVolumeDataSource,"+	CrossNamespaceVolumeDataSource featuregate.Feature = "CrossNamespaceVolumeDataSource""
366997951bbc7cb2c7edab750dd57ab355f72bad,2022-11-01,removed,StatefulSetSlice,"-	StatefulSetSlice featuregate.Feature = "StatefulSetSlice""
366997951bbc7cb2c7edab750dd57ab355f72bad,2022-11-01,added,StatefulSetStartOrdinal,"+	StatefulSetStartOrdinal featuregate.Feature = "StatefulSetStartOrdinal""
7b3d77a41af88083ba14ffe2cc8ad3a66010c43b,2022-09-26,added,StatefulSetSlice,"+	StatefulSetSlice featuregate.Feature = "StatefulSetSlice""
86284d42f891cac285c08c8a350ca8724f12c21f,2022-09-14,added,EventedPLEG,"+	EventedPLEG featuregate.Feature = "EventedPLEG""
7b6293b6b6a5662fc37f440e839cf5da8b96e935,2022-10-28,added,PodSchedulingReadiness,"+	PodSchedulingReadiness featuregate.Feature = "PodSchedulingReadiness""
c916f1a0ebe8ec48070b80b461435cfdb4bfa2d0,2022-10-07,added,WindowsHostNetwork,"+	WindowsHostNetwork featuregate.Feature = "WindowsHostNetwork""
d5dd42dfacbeaa595d6d9672c93d885516909539,2022-11-03,added,TopologyManagerPolicyAlphaOptions,"+	TopologyManagerPolicyAlphaOptions featuregate.Feature = "TopologyManagerPolicyAlphaOptions""
d5dd42dfacbeaa595d6d9672c93d885516909539,2022-11-03,added,TopologyManagerPolicyBetaOptions,"+	TopologyManagerPolicyBetaOptions featuregate.Feature = "TopologyManagerPolicyBetaOptions""
d5dd42dfacbeaa595d6d9672c93d885516909539,2022-11-03,added,TopologyManagerPolicyOptions,"+	TopologyManagerPolicyOptions featuregate.Feature = "TopologyManagerPolicyOptions""
eadb0a29c52990ba264878c0a85ab42dc1cdddf6,2022-11-02,removed,ControllerManagerLeaderMigration,"-	ControllerManagerLeaderMigration featuregate.Feature = "ControllerManagerLeaderMigration""
569cd70a52359a294a608fb256693445a89a9dab,2022-03-21,added,LegacyServiceAccountTokenTracking,"+	LegacyServiceAccountTokenTracking featuregate.Feature = "LegacyServiceAccountTokenTracking""
5a6acf85fab839a99fb60063c0c97ac353b78c68,2019-11-27,added,ConsistentHTTPGetHandlers,"+	ConsistentHTTPGetHandlers featuregate.Feature = "ConsistentHTTPGetHandlers""
ab326d2f4ef6086198337e97ff9cdc0b0f8e3ab1,2022-04-06,added,MinimizeIPTablesRestore,"+	MinimizeIPTablesRestore featuregate.Feature = "MinimizeIPTablesRestore""
39e49a91d7fc2fe631bc92a308bd2bf75656ddf8,2022-09-21,removed,DynamicKubeletConfig,"-	DynamicKubeletConfig featuregate.Feature = "DynamicKubeletConfig""
8dba9f782d5283112831ea2ee5c2fbb715f913e8,2022-09-20,removed,IndexedJob,"-	IndexedJob featuregate.Feature = "IndexedJob""
8dba9f782d5283112831ea2ee5c2fbb715f913e8,2022-09-20,removed,SuspendJob,"-	SuspendJob featuregate.Feature = "SuspendJob""
ad7199a9da850a804188f81565ab72a0b2246fba,2022-09-19,removed,PodOverhead,"-	PodOverhead featuregate.Feature = "PodOverhead""
7aaacb22a94802c85cd073a5ab0d6b603be49a2c,2022-09-19,removed,ServiceLBNodePortControl,"-	ServiceLBNodePortControl featuregate.Feature = "ServiceLBNodePortControl""
bba9c3bde1310a2f86922b13a663a9c84afd570e,2022-09-19,removed,ServiceLoadBalancerClass,"-	ServiceLoadBalancerClass featuregate.Feature = "ServiceLoadBalancerClass""
92be8994073249daa43e241009d23b4a3619be2f,2022-09-19,removed,DefaultPodTopologySpread,"-	DefaultPodTopologySpread featuregate.Feature = "DefaultPodTopologySpread""
92be8994073249daa43e241009d23b4a3619be2f,2022-09-19,removed,NonPreemptingPriority,"-	NonPreemptingPriority featuregate.Feature = "NonPreemptingPriority""
92be8994073249daa43e241009d23b4a3619be2f,2022-09-19,removed,PodAffinityNamespaceSelector,"-	PodAffinityNamespaceSelector featuregate.Feature = "PodAffinityNamespaceSelector""
92be8994073249daa43e241009d23b4a3619be2f,2022-09-19,removed,PreferNominatedNode,"-	PreferNominatedNode featuregate.Feature = "PreferNominatedNode""
00dfba473b08528f0a21f7bd3b921f5dd35b013a,2022-07-22,added,APISelfSubjectReview,"+	APISelfSubjectReview featuregate.Feature = "APISelfSubjectReview""
4ba39fc799390e9a5b65a2ba2927072743053532,2022-09-12,removed,CSRDuration,"-	CSRDuration featuregate.Feature = "CSRDuration""
9bbf01bae93600d3314bce0acbff1f3a0a42e74b,2022-08-08,removed,CSIMigrationOpenStack,"-	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
9bbf01bae93600d3314bce0acbff1f3a0a42e74b,2022-08-08,removed,InTreePluginOpenStackUnregister,"-	InTreePluginOpenStackUnregister featuregate.Feature = "InTreePluginOpenStackUnregister""
5b801ba9f9511265e9e1d6cd7c28db9098fe719c,2022-08-05,added,MultiCIDRRangeAllocator,"+	MultiCIDRRangeAllocator featuregate.Feature = "MultiCIDRRangeAllocator""
bf9ce70de34c93b545f95e1d81c122c81a8a0aa5,2022-08-04,added,JobPodFailurePolicy,"+	JobPodFailurePolicy featuregate.Feature = "JobPodFailurePolicy""
34dc6b2587050588bfb00e06456b58729d823170,2022-03-10,added,SELinuxMountReadWriteOncePod,"+	SELinuxMountReadWriteOncePod featuregate.Feature = "SELinuxMountReadWriteOncePod""
482e76dc2cfe3d4a4603cc9341f34398f6a529bd,2022-07-07,added,UserNamespacesStatelessPodsSupport,"+	UserNamespacesStatelessPodsSupport featuregate.Feature = "UserNamespacesStatelessPodsSupport""
d19f6fba29cdd27b8a20eab1626cf22d3fc7e680,2022-07-12,added,RetroactiveDefaultStorageClass,"+	RetroactiveDefaultStorageClass featuregate.Feature = "RetroactiveDefaultStorageClass""
04fcbd721cd3e72eb9375275891e9bc3e28c3341,2022-08-02,added,PodDisruptionConditions,"+	PodDisruptionConditions featuregate.Feature = "PodDisruptionConditions""
47e7d8034ff3be8e198dde6a671d05a11c30e333,2021-10-10,added,KubeletTracing,"+	KubeletTracing featuregate.Feature = "KubeletTracing""
dfdf8245bb1f903f90bca541bfc1b7de71fe1ff8,2022-07-22,added,PodHasNetworkCondition,"+	PodHasNetworkCondition featuregate.Feature = "PodHasNetworkCondition""
f4bc904376fd6c57cc864ce4e26fa40da7477db3,2022-07-30,added,MatchLabelKeysInPodTopologySpread,"+	MatchLabelKeysInPodTopologySpread featuregate.Feature = "MatchLabelKeysInPodTopologySpread""
3fdece285b651a853a5b35a22d8f8b4ed5bbdd5a,2022-02-18,added,IPTablesOwnershipCleanup,"+	IPTablesOwnershipCleanup featuregate.Feature = "IPTablesOwnershipCleanup""
fc37a7a990da6f17850a1352e66cfdcce64a3ff1,2021-09-10,added,ContainerCheckpoint,"+	ContainerCheckpoint featuregate.Feature = "ContainerCheckpoint""
6150737d11fa93a0b9ae4b32546a3ef96ab5dbe1,2022-05-09,removed,CSIVolumeFSGroupPolicy,"-	CSIVolumeFSGroupPolicy featuregate.Feature = "CSIVolumeFSGroupPolicy""
6150737d11fa93a0b9ae4b32546a3ef96ab5dbe1,2022-05-09,removed,ConfigurableFSGroupPolicy,"-	ConfigurableFSGroupPolicy featuregate.Feature = "ConfigurableFSGroupPolicy""
6150737d11fa93a0b9ae4b32546a3ef96ab5dbe1,2022-05-09,removed,PodDisruptionBudget,"-	PodDisruptionBudget featuregate.Feature = "PodDisruptionBudget""
02f0a3ee91e43d39da80df926f552b8934a4646d,2022-05-10,added,NodeInclusionPolicyInPodTopologySpread,"+	NodeInclusionPolicyInPodTopologySpread featuregate.Feature = "NodeInclusionPolicyInPodTopologySpread""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,CSIServiceAccountToken,"-	CSIServiceAccountToken featuregate.Feature = "CSIServiceAccountToken""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,EndpointSlice,"-	EndpointSlice featuregate.Feature = "EndpointSlice""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,EndpointSliceNodeName,"-	EndpointSliceNodeName featuregate.Feature = "EndpointSliceNodeName""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,EndpointSliceProxying,"-	EndpointSliceProxying featuregate.Feature = "EndpointSliceProxying""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,GenericEphemeralVolume,"-	GenericEphemeralVolume featuregate.Feature = "GenericEphemeralVolume""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,IPv6DualStack,"-	IPv6DualStack featuregate.Feature = "IPv6DualStack""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,IngressClassNamespacedParams,"-	IngressClassNamespacedParams featuregate.Feature = "IngressClassNamespacedParams""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,StorageObjectInUseProtection,"-	StorageObjectInUseProtection featuregate.Feature = "StorageObjectInUseProtection""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,TTLAfterFinished,"-	TTLAfterFinished featuregate.Feature = "TTLAfterFinished""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,VolumeSubpath,"-	VolumeSubpath featuregate.Feature = "VolumeSubpath""
8e56b1e18dd939eec99ec4555ba5c696f9c3970b,2022-04-12,removed,WindowsEndpointSliceProxying,"-	WindowsEndpointSliceProxying featuregate.Feature = "WindowsEndpointSliceProxying""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,AnyVolumeDataSource,"+	AnyVolumeDataSource featuregate.Feature = "AnyVolumeDataSource""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DynamicKubeletConfig,"-	DynamicKubeletConfig featuregate.Feature = "DynamicKubeletConfig""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ExperimentalHostUserNamespaceDefaulting,"-	ExperimentalHostUserNamespaceDefaultingGate featuregate.Feature = "ExperimentalHostUserNamespaceDefaulting""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CustomCPUCFSQuotaPeriod,"+	CPUCFSQuotaPeriod featuregate.Feature = "CustomCPUCFSQuotaPeriod""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DevicePlugins,"-	DevicePlugins featuregate.Feature = "DevicePlugins""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CPUManager,"+	CPUManager featuregate.Feature = "CPUManager""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,HPAScaleToZero,"-	HPAScaleToZero featuregate.Feature = "HPAScaleToZero""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CPUManagerPolicyAlphaOptions,"+	CPUManagerPolicyAlphaOptions featuregate.Feature = "CPUManagerPolicyAlphaOptions""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,RotateKubeletServerCertificate,"-	RotateKubeletServerCertificate featuregate.Feature = "RotateKubeletServerCertificate""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CPUManagerPolicyBetaOptions,"+	CPUManagerPolicyBetaOptions featuregate.Feature = "CPUManagerPolicyBetaOptions""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,LocalStorageCapacityIsolation,"-	LocalStorageCapacityIsolation featuregate.Feature = "LocalStorageCapacityIsolation""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ExpandPersistentVolumes,"-	ExpandPersistentVolumes featuregate.Feature = "ExpandPersistentVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ExpandInUsePersistentVolumes,"-	ExpandInUsePersistentVolumes featuregate.Feature = "ExpandInUsePersistentVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CPUManagerPolicyOptions,"+	CPUManagerPolicyOptions featuregate.Feature = "CPUManagerPolicyOptions""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ExpandCSIVolumes,"-	ExpandCSIVolumes featuregate.Feature = "ExpandCSIVolumes""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIInlineVolume,"+	CSIInlineVolume featuregate.Feature = "CSIInlineVolume""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,EphemeralContainers,"-	EphemeralContainers featuregate.Feature = "EphemeralContainers""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigration,"+	CSIMigration featuregate.Feature = "CSIMigration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,QOSReserved,"-	QOSReserved featuregate.Feature = "QOSReserved""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationAWS,"+	CSIMigrationAWS featuregate.Feature = "CSIMigrationAWS""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CPUManager,"-	CPUManager featuregate.Feature = "CPUManager""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationAzureDisk,"+	CSIMigrationAzureDisk featuregate.Feature = "CSIMigrationAzureDisk""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CustomCPUCFSQuotaPeriod,"-	CPUCFSQuotaPeriod featuregate.Feature = "CustomCPUCFSQuotaPeriod""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationAzureFile,"+	CSIMigrationAzureFile featuregate.Feature = "CSIMigrationAzureFile""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationGCE,"+	CSIMigrationGCE featuregate.Feature = "CSIMigrationGCE""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,TopologyManager,"-	TopologyManager featuregate.Feature = "TopologyManager""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationOpenStack,"+	CSIMigrationOpenStack featuregate.Feature = "CSIMigrationOpenStack""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationPortworx,"+	CSIMigrationPortworx featuregate.Feature = "CSIMigrationPortworx""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,MemoryManager,"-	MemoryManager featuregate.Feature = "MemoryManager""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationRBD,"+	CSIMigrationRBD featuregate.Feature = "CSIMigrationRBD""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,StorageObjectInUseProtection,"-	StorageObjectInUseProtection featuregate.Feature = "StorageObjectInUseProtection""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIMigrationvSphere,"+	CSIMigrationvSphere featuregate.Feature = "CSIMigrationvSphere""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,VolumeSubpath,"-	VolumeSubpath featuregate.Feature = "VolumeSubpath""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSINodeExpandSecret,"+	CSINodeExpandSecret featuregate.Feature = "CSINodeExpandSecret""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,CSIInlineVolume,"-	CSIInlineVolume featuregate.Feature = "CSIInlineVolume""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIServiceAccountToken,"+	CSIServiceAccountToken featuregate.Feature = "CSIServiceAccountToken""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,DefaultPodTopologySpread,"-	DefaultPodTopologySpread featuregate.Feature = "DefaultPodTopologySpread""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,GenericEphemeralVolume,"-	GenericEphemeralVolume featuregate.Feature = "GenericEphemeralVolume""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIVolumeFSGroupPolicy,"+	CSIVolumeFSGroupPolicy featuregate.Feature = "CSIVolumeFSGroupPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSIVolumeHealth,"+	CSIVolumeHealth featuregate.Feature = "CSIVolumeHealth""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,PreferNominatedNode,"-	PreferNominatedNode featuregate.Feature = "PreferNominatedNode""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CSRDuration,"+	CSRDuration featuregate.Feature = "CSRDuration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ConfigurableFSGroupPolicy,"+	ConfigurableFSGroupPolicy featuregate.Feature = "ConfigurableFSGroupPolicy""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,NetworkPolicyEndPort,"-	NetworkPolicyEndPort featuregate.Feature = "NetworkPolicyEndPort""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,ControllerManagerLeaderMigration,"+	ControllerManagerLeaderMigration featuregate.Feature = "ControllerManagerLeaderMigration""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,ProcMountType,"-	ProcMountType featuregate.Feature = "ProcMountType""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,added,CronJobTimeZone,"+	CronJobTimeZone featuregate.Feature = "CronJobTimeZone""
85513e4bca6d34a8bb034165079dca176fbf2e4e,2022-04-12,removed,TTLAfterFinished,"-	TTLAfterFinished featuregate.Feature = "TTLAfterFinished""
